,id,brand,categories,dateAdded,dateUpdated,ean,keys,manufacturer,manufacturerNumber,name,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,Content_ID,reviews.numHelpful,rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,upc,User_ID,rating_per_user
22745,AVpfOmKwLJeJML435GM7,Clear Scalp & Hair Therapy,"Personal Care,Hair Care,Shampoo,Featured Brands,Health & Beauty,Unilever,Beauty,Shampoo & Conditioner,Shampoos,Hair Care & Styling,Shampoos & Conditioners,Ways To Shop",2015-09-21T14:25:18Z,2018-02-05T11:26:18Z,79400194213,"079400194213,clearscalphairtherapytotalcarenourishingshampoo/b007rtr898,clear/14060960,clear247totalcareshampoo129oz/550300139,clearshampoo247totalcare129oz/b00npnthc6,0079400194213,clearscalphairtotalcarenourishingshampoo/112411900963,clear/19421,clearscalphairtotalcarenourishingshampoo/038w004622356001",Clear,14060960,Clear Scalp & Hair Therapy Total Care Nourishing Shampoo,2017-08-23T00:00:00.000Z,2017-09-17T07:43:53Z,2017-09-04T05:04:43.459Z,False,False,161972185.0,,1,https://www.walmart.com/reviews/product/20743557,I do not like the new formula. It doesn't smell as good as before.,God please bring back the old original formula.,,,Jill,79400194213,7281,7
22750,AVpfOmKwLJeJML435GM7,Clear Scalp & Hair Therapy,"Personal Care,Hair Care,Shampoo,Featured Brands,Health & Beauty,Unilever,Beauty,Shampoo & Conditioner,Shampoos,Hair Care & Styling,Shampoos & Conditioners,Ways To Shop",2015-09-21T14:25:18Z,2018-02-05T11:26:18Z,79400194213,"079400194213,clearscalphairtherapytotalcarenourishingshampoo/b007rtr898,clear/14060960,clear247totalcareshampoo129oz/550300139,clearshampoo247totalcare129oz/b00npnthc6,0079400194213,clearscalphairtotalcarenourishingshampoo/112411900963,clear/19421,clearscalphairtotalcarenourishingshampoo/038w004622356001",Clear,14060960,Clear Scalp & Hair Therapy Total Care Nourishing Shampoo,2017-06-09T00:00:00.000Z,2017-09-17T07:43:53Z,"2017-09-04T05:04:43.459Z,2017-08-07T14:32:09.134Z",False,False,149050964.0,,1,https://www.walmart.com/reviews/product/20743557,I've always had such a hard time finding a great shampoo I have very thick hair super tangly. When my aunt recommended this product I bought it immediately and fell in love with it! I would always get compliments about how shiny and smooth my hair was and how great my hair smelled. Now with their new formula I don't get any compliments and I hate the way my hair feels ... it feels as though I'm using a cheap cheap shampoo. PLEASE BRING BACK THE OLD FORMULA ),HATE THE NEW FORMULA,,,An anonymous customer,79400194213,805,421
23041,AVpfoSS51cnluZ0-oVH9,Cheetos,"Food,Packaged Foods,Snacks,Chips & Pretzels,Snacks, Cookies & Chips,Chips,Popcorn,Food & Beverage,Cookies, Chips & Snacks,Featured Brands,Food & Beverage Ways To Shop,Tailgating Essentials,#133 in,#543 in,#25 in,grocery,Home & Garden,Food & Beverages,Snack Foods,Puffed Snacks,Food & Grocery,Other Chips & Snacks",2015-03-09T12:02:37Z,2018-02-05T11:26:14Z,"284,002,398,510,028,000,000,000","028400039161,cheetoscrunchyflaminhotcheeseflavoredsnacks/b00j0kppdi,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005lia56k,cheetoscrunchyflaminhotcheeseflavoredsnacks/b004l5sy4o,028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005i5he60,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/563027509,028400589895,cheetos/pepecomf5898901,cheetoscrunchycheeseflavoredsnacksflaminhot85oz/563027509,cheetos/12992238,cheetosflaminhot/b00j0kppdi,0028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks9oz/552511447,fritolay/0002840023985,cheetosdoritossunchips/0002840023985,cheetos/028400239851,fritolay/897678,cheetosflaminhotcrunchychips/251265398551,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/555288772,crunchhotch85oz85zx/033w009204598001p,cheetos/58989,0028400589895",Frito-Lay,PEPECOMF5898901,Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks,2016-02-18T00:00:00.000Z,2017-08-15T02:55:33Z,2017-08-06T15:47:12.817Z,False,True,80151378.0,0.0,4,https://www.walmart.com/reviews/product/49909689?limit=20&sort=relevancy&page=3,Make sure you try these when you have the munchies....,Great,,,Tina,"28,400,039,161,028,400,000,000,000,000,000,000",16030,7
23045,AVpfoSS51cnluZ0-oVH9,Cheetos,"Food,Packaged Foods,Snacks,Chips & Pretzels,Snacks, Cookies & Chips,Chips,Popcorn,Food & Beverage,Cookies, Chips & Snacks,Featured Brands,Food & Beverage Ways To Shop,Tailgating Essentials,#133 in,#543 in,#25 in,grocery,Home & Garden,Food & Beverages,Snack Foods,Puffed Snacks,Food & Grocery,Other Chips & Snacks",2015-03-09T12:02:37Z,2018-02-05T11:26:14Z,"284,002,398,510,028,000,000,000","028400039161,cheetoscrunchyflaminhotcheeseflavoredsnacks/b00j0kppdi,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005lia56k,cheetoscrunchyflaminhotcheeseflavoredsnacks/b004l5sy4o,028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005i5he60,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/563027509,028400589895,cheetos/pepecomf5898901,cheetoscrunchycheeseflavoredsnacksflaminhot85oz/563027509,cheetos/12992238,cheetosflaminhot/b00j0kppdi,0028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks9oz/552511447,fritolay/0002840023985,cheetosdoritossunchips/0002840023985,cheetos/028400239851,fritolay/897678,cheetosflaminhotcrunchychips/251265398551,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/555288772,crunchhotch85oz85zx/033w009204598001p,cheetos/58989,0028400589895",Frito-Lay,PEPECOMF5898901,Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks,2016-12-15T00:00:00.000Z,2017-08-15T02:55:32Z,2017-08-06T15:47:11.239Z,True,True,115488674.0,4.0,5,https://www.walmart.com/reviews/product/49909689,I wish my Walmart would stock more of this item. Most the time they are out of this.,Excellent,,,Jenn,"28,400,039,161,028,400,000,000,000,000,000,000",7050,7
23059,AVpfoSS51cnluZ0-oVH9,Cheetos,"Food,Packaged Foods,Snacks,Chips & Pretzels,Snacks, Cookies & Chips,Chips,Popcorn,Food & Beverage,Cookies, Chips & Snacks,Featured Brands,Food & Beverage Ways To Shop,Tailgating Essentials,#133 in,#543 in,#25 in,grocery,Home & Garden,Food & Beverages,Snack Foods,Puffed Snacks,Food & Grocery,Other Chips & Snacks",2015-03-09T12:02:37Z,2018-02-05T11:26:14Z,"284,002,398,510,028,000,000,000","028400039161,cheetoscrunchyflaminhotcheeseflavoredsnacks/b00j0kppdi,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005lia56k,cheetoscrunchyflaminhotcheeseflavoredsnacks/b004l5sy4o,028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005i5he60,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/563027509,028400589895,cheetos/pepecomf5898901,cheetoscrunchycheeseflavoredsnacksflaminhot85oz/563027509,cheetos/12992238,cheetosflaminhot/b00j0kppdi,0028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks9oz/552511447,fritolay/0002840023985,cheetosdoritossunchips/0002840023985,cheetos/028400239851,fritolay/897678,cheetosflaminhotcrunchychips/251265398551,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/555288772,crunchhotch85oz85zx/033w009204598001p,cheetos/58989,0028400589895",Frito-Lay,PEPECOMF5898901,Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks,2016-06-20T00:00:00.000Z,2017-08-15T02:55:32Z,2017-08-06T15:47:11.675Z,True,True,91840569.0,1.0,5,https://www.walmart.com/reviews/product/49909689?limit=20&sort=relevancy&page=2,Very very good!! I eat them with my lunches,Cheetos flaming hot,,,Bill,"28,400,039,161,028,400,000,000,000,000,000,000",1849,6
23070,AVpfoSS51cnluZ0-oVH9,Cheetos,"Food,Packaged Foods,Snacks,Chips & Pretzels,Snacks, Cookies & Chips,Chips,Popcorn,Food & Beverage,Cookies, Chips & Snacks,Featured Brands,Food & Beverage Ways To Shop,Tailgating Essentials,#133 in,#543 in,#25 in,grocery,Home & Garden,Food & Beverages,Snack Foods,Puffed Snacks,Food & Grocery,Other Chips & Snacks",2015-03-09T12:02:37Z,2018-02-05T11:26:14Z,"284,002,398,510,028,000,000,000","028400039161,cheetoscrunchyflaminhotcheeseflavoredsnacks/b00j0kppdi,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005lia56k,cheetoscrunchyflaminhotcheeseflavoredsnacks/b004l5sy4o,028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005i5he60,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/563027509,028400589895,cheetos/pepecomf5898901,cheetoscrunchycheeseflavoredsnacksflaminhot85oz/563027509,cheetos/12992238,cheetosflaminhot/b00j0kppdi,0028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks9oz/552511447,fritolay/0002840023985,cheetosdoritossunchips/0002840023985,cheetos/028400239851,fritolay/897678,cheetosflaminhotcrunchychips/251265398551,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/555288772,crunchhotch85oz85zx/033w009204598001p,cheetos/58989,0028400589895",Frito-Lay,PEPECOMF5898901,Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks,2016-12-30T00:00:00.000Z,2017-08-15T02:55:32Z,2017-08-06T15:47:11.675Z,True,True,118464093.0,0.0,5,https://www.walmart.com/reviews/product/49909689?limit=20&sort=relevancy&page=2,Grandson loves and goes through a bag every couple of days if we let him.,Cheetos,,,Mary,"28,400,039,161,028,400,000,000,000,000,000,000",10414,9
23079,AVpfoSS51cnluZ0-oVH9,Cheetos,"Food,Packaged Foods,Snacks,Chips & Pretzels,Snacks, Cookies & Chips,Chips,Popcorn,Food & Beverage,Cookies, Chips & Snacks,Featured Brands,Food & Beverage Ways To Shop,Tailgating Essentials,#133 in,#543 in,#25 in,grocery,Home & Garden,Food & Beverages,Snack Foods,Puffed Snacks,Food & Grocery,Other Chips & Snacks",2015-03-09T12:02:37Z,2018-02-05T11:26:14Z,"284,002,398,510,028,000,000,000","028400039161,cheetoscrunchyflaminhotcheeseflavoredsnacks/b00j0kppdi,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005lia56k,cheetoscrunchyflaminhotcheeseflavoredsnacks/b004l5sy4o,028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005i5he60,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/563027509,028400589895,cheetos/pepecomf5898901,cheetoscrunchycheeseflavoredsnacksflaminhot85oz/563027509,cheetos/12992238,cheetosflaminhot/b00j0kppdi,0028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks9oz/552511447,fritolay/0002840023985,cheetosdoritossunchips/0002840023985,cheetos/028400239851,fritolay/897678,cheetosflaminhotcrunchychips/251265398551,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/555288772,crunchhotch85oz85zx/033w009204598001p,cheetos/58989,0028400589895",Frito-Lay,PEPECOMF5898901,Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks,2016-11-27T00:00:00.000Z,2017-08-15T02:55:33Z,2017-08-06T15:47:12.817Z,True,True,112861102.0,0.0,5,https://www.walmart.com/reviews/product/49909689?limit=20&sort=relevancy&page=3,Love these!,Awesome!,,,Donna,"28,400,039,161,028,400,000,000,000,000,000,000",4512,12
23092,AVpfoSS51cnluZ0-oVH9,Cheetos,"Food,Packaged Foods,Snacks,Chips & Pretzels,Snacks, Cookies & Chips,Chips,Popcorn,Food & Beverage,Cookies, Chips & Snacks,Featured Brands,Food & Beverage Ways To Shop,Tailgating Essentials,#133 in,#543 in,#25 in,grocery,Home & Garden,Food & Beverages,Snack Foods,Puffed Snacks,Food & Grocery,Other Chips & Snacks",2015-03-09T12:02:37Z,2018-02-05T11:26:14Z,"284,002,398,510,028,000,000,000","028400039161,cheetoscrunchyflaminhotcheeseflavoredsnacks/b00j0kppdi,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005lia56k,cheetoscrunchyflaminhotcheeseflavoredsnacks/b004l5sy4o,028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks/b005i5he60,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/563027509,028400589895,cheetos/pepecomf5898901,cheetoscrunchycheeseflavoredsnacksflaminhot85oz/563027509,cheetos/12992238,cheetosflaminhot/b00j0kppdi,0028400239851,cheetoscrunchyflaminhotcheeseflavoredsnacks9oz/552511447,fritolay/0002840023985,cheetosdoritossunchips/0002840023985,cheetos/028400239851,fritolay/897678,cheetosflaminhotcrunchychips/251265398551,cheetosflaminhotcrunchycheeseflavoredsnacks85ozbag/555288772,crunchhotch85oz85zx/033w009204598001p,cheetos/58989,0028400589895",Frito-Lay,PEPECOMF5898901,Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks,2016-02-21T00:00:00.000Z,2017-08-15T02:55:33Z,2017-08-06T15:47:12.817Z,False,True,80651656.0,0.0,5,https://www.walmart.com/reviews/product/49909689?limit=20&sort=relevancy&page=3,They are awesome chips,Sweet,,,Joseph,"28,400,039,161,028,400,000,000,000,000,000,000",7537,6
23097,AVpfov9TLJeJML43A7B0,Bisquick,"Food & Beverage,Baking & Cooking Essentials,Baking Essentials,Baking Mixes,Breakfast & Cereal,Pancakes, Waffles & Baking Mixes,Food,Pancake & Waffle Mix,Grocery & Gourmet Food,Cooking & Baking,Biscuits,Featured Brands,Grocery,General Mills,Food & Grocery,Breakfast Foods,Pancake Mixes & Syrup,More Dry Mixes,Baking",2016-04-01T08:22:36Z,2018-01-30T06:11:40Z,16000420403,"bisquickoriginalpancakebakingmix40oz/b000pl2w3w,bisquick/13066864,bisquickoriginalpancakebakingmix40oz/009267663,bisquickoriginalpancakebakingmix40oz/9990000053047912p,492610402884,bisquickoriginalpancakebakingmix40oz/b0746ltllw,generalmillssales/13066864,bisquickoriginalpancakebakingmix40oz/b004pek5i4,016000420403,bisquickoriginalpancakebakingmix40oz/08767448000p,0016000420403","GENERAL MILLS SALES, INC.",13066864,Bisquick Original Pancake And Baking Mix - 40oz,2016-06-23T00:00:00.000Z,2017-09-27T13:10:04Z,"2017-09-10T04:19:22.851Z,2017-08-23T17:04:03.523Z,2017-07-10T07:18:25.727Z,2017-07-06T11:09:45.796Z,2017-07-07T01:16:52.860Z,2017-07-05T09:23:28.529Z,2017-07-07T21:49:52.845Z,2017-07-09T03:28:22.430Z,2017-07-13T00:19:47.566Z,2017-07-19T05:40:56.488Z,2017-07-11T23:42:50.606Z,2017-07-17T00:05:43.292Z",True,True,92065398.0,0.0,4,https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=4,It is a quick and easy go to,Bisquick,,,Jenny,"16,000,420,403,492,600,000,000",7123,5
23105,AVpfov9TLJeJML43A7B0,Bisquick,"Food & Beverage,Baking & Cooking Essentials,Baking Essentials,Baking Mixes,Breakfast & Cereal,Pancakes, Waffles & Baking Mixes,Food,Pancake & Waffle Mix,Grocery & Gourmet Food,Cooking & Baking,Biscuits,Featured Brands,Grocery,General Mills,Food & Grocery,Breakfast Foods,Pancake Mixes & Syrup,More Dry Mixes,Baking",2016-04-01T08:22:36Z,2018-01-30T06:11:40Z,16000420403,"bisquickoriginalpancakebakingmix40oz/b000pl2w3w,bisquick/13066864,bisquickoriginalpancakebakingmix40oz/009267663,bisquickoriginalpancakebakingmix40oz/9990000053047912p,492610402884,bisquickoriginalpancakebakingmix40oz/b0746ltllw,generalmillssales/13066864,bisquickoriginalpancakebakingmix40oz/b004pek5i4,016000420403,bisquickoriginalpancakebakingmix40oz/08767448000p,0016000420403","GENERAL MILLS SALES, INC.",13066864,Bisquick Original Pancake And Baking Mix - 40oz,2016-09-05T00:00:00.000Z,2017-09-27T13:10:04Z,"2017-09-10T04:19:20.612Z,2017-09-16T12:05:31.910Z,2017-08-23T17:04:02.951Z,2017-07-13T00:19:46.514Z,2017-07-19T05:40:54.966Z,2017-07-11T23:42:49.045Z,2017-07-17T00:05:43.002Z",True,True,102805988.0,1.0,4,"https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=2,https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=3",Love using bisquick to make pancakes.,Bisquick,,,An anonymous customer,"16,000,420,403,492,600,000,000",805,421
23111,AVpfov9TLJeJML43A7B0,Bisquick,"Food & Beverage,Baking & Cooking Essentials,Baking Essentials,Baking Mixes,Breakfast & Cereal,Pancakes, Waffles & Baking Mixes,Food,Pancake & Waffle Mix,Grocery & Gourmet Food,Cooking & Baking,Biscuits,Featured Brands,Grocery,General Mills,Food & Grocery,Breakfast Foods,Pancake Mixes & Syrup,More Dry Mixes,Baking",2016-04-01T08:22:36Z,2018-01-30T06:11:40Z,16000420403,"bisquickoriginalpancakebakingmix40oz/b000pl2w3w,bisquick/13066864,bisquickoriginalpancakebakingmix40oz/009267663,bisquickoriginalpancakebakingmix40oz/9990000053047912p,492610402884,bisquickoriginalpancakebakingmix40oz/b0746ltllw,generalmillssales/13066864,bisquickoriginalpancakebakingmix40oz/b004pek5i4,016000420403,bisquickoriginalpancakebakingmix40oz/08767448000p,0016000420403","GENERAL MILLS SALES, INC.",13066864,Bisquick Original Pancake And Baking Mix - 40oz,2016-07-08T00:00:00.000Z,2017-09-27T13:10:04Z,"2017-09-10T04:19:22.851Z,2017-08-23T17:04:03.523Z,2017-07-10T07:18:25.727Z,2017-07-06T11:09:45.796Z,2017-07-07T01:16:52.860Z,2017-07-05T09:23:28.529Z,2017-07-07T21:49:52.845Z,2017-07-09T03:28:22.430Z,2017-07-13T00:19:47.566Z,2017-07-19T05:40:56.488Z,2017-07-11T23:42:50.606Z,2017-07-17T00:05:43.292Z",True,True,93387583.0,0.0,5,https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=4,So many uses!,Delicious!,,,Lisa,"16,000,420,403,492,600,000,000",9343,11
23141,AVpfov9TLJeJML43A7B0,Bisquick,"Food & Beverage,Baking & Cooking Essentials,Baking Essentials,Baking Mixes,Breakfast & Cereal,Pancakes, Waffles & Baking Mixes,Food,Pancake & Waffle Mix,Grocery & Gourmet Food,Cooking & Baking,Biscuits,Featured Brands,Grocery,General Mills,Food & Grocery,Breakfast Foods,Pancake Mixes & Syrup,More Dry Mixes,Baking",2016-04-01T08:22:36Z,2018-01-30T06:11:40Z,16000420403,"bisquickoriginalpancakebakingmix40oz/b000pl2w3w,bisquick/13066864,bisquickoriginalpancakebakingmix40oz/009267663,bisquickoriginalpancakebakingmix40oz/9990000053047912p,492610402884,bisquickoriginalpancakebakingmix40oz/b0746ltllw,generalmillssales/13066864,bisquickoriginalpancakebakingmix40oz/b004pek5i4,016000420403,bisquickoriginalpancakebakingmix40oz/08767448000p,0016000420403","GENERAL MILLS SALES, INC.",13066864,Bisquick Original Pancake And Baking Mix - 40oz,2016-01-25T00:00:00.000Z,2017-09-27T13:10:04Z,"2017-09-10T04:19:21.777Z,2017-09-16T12:05:33.728Z,2017-08-23T17:04:04.415Z,2017-07-07T01:16:55.871Z,2017-07-06T11:09:46.346Z,2017-07-05T09:23:29.323Z,2017-07-07T21:49:51.145Z,2017-07-10T07:18:27.946Z,2017-07-09T03:28:21.763Z,2017-07-13T00:19:47.204Z,2017-07-19T05:40:56.420Z,2017-07-11T23:42:51.350Z,2017-07-17T00:05:43.173Z",False,True,75502331.0,0.0,5,https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=5,A item that helps make lots of things.,Great item,,,Wendy,"16,000,420,403,492,600,000,000",16716,5
23144,AVpfov9TLJeJML43A7B0,Bisquick,"Food & Beverage,Baking & Cooking Essentials,Baking Essentials,Baking Mixes,Breakfast & Cereal,Pancakes, Waffles & Baking Mixes,Food,Pancake & Waffle Mix,Grocery & Gourmet Food,Cooking & Baking,Biscuits,Featured Brands,Grocery,General Mills,Food & Grocery,Breakfast Foods,Pancake Mixes & Syrup,More Dry Mixes,Baking",2016-04-01T08:22:36Z,2018-01-30T06:11:40Z,16000420403,"bisquickoriginalpancakebakingmix40oz/b000pl2w3w,bisquick/13066864,bisquickoriginalpancakebakingmix40oz/009267663,bisquickoriginalpancakebakingmix40oz/9990000053047912p,492610402884,bisquickoriginalpancakebakingmix40oz/b0746ltllw,generalmillssales/13066864,bisquickoriginalpancakebakingmix40oz/b004pek5i4,016000420403,bisquickoriginalpancakebakingmix40oz/08767448000p,0016000420403","GENERAL MILLS SALES, INC.",13066864,Bisquick Original Pancake And Baking Mix - 40oz,2016-02-16T00:00:00.000Z,2017-09-27T13:10:04Z,"2017-09-10T04:19:21.777Z,2017-09-16T12:05:33.728Z,2017-08-23T17:04:04.415Z,2017-07-05T09:23:27.850Z,2017-07-07T01:16:54.096Z,2017-07-06T11:09:46.284Z,2017-07-07T21:49:50.026Z,2017-07-10T07:18:27.286Z,2017-07-09T03:28:20.385Z,2017-07-13T00:19:46.514Z,2017-07-19T05:40:54.965Z,2017-07-11T23:42:49.045Z,2017-07-17T00:05:43.002Z",False,True,79728062.0,0.0,5,"https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=5,https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=3",I always buy,Yummy,,,Grandma,"16,000,420,403,492,600,000,000",5757,7
23148,AVpfov9TLJeJML43A7B0,Bisquick,"Food & Beverage,Baking & Cooking Essentials,Baking Essentials,Baking Mixes,Breakfast & Cereal,Pancakes, Waffles & Baking Mixes,Food,Pancake & Waffle Mix,Grocery & Gourmet Food,Cooking & Baking,Biscuits,Featured Brands,Grocery,General Mills,Food & Grocery,Breakfast Foods,Pancake Mixes & Syrup,More Dry Mixes,Baking",2016-04-01T08:22:36Z,2018-01-30T06:11:40Z,16000420403,"bisquickoriginalpancakebakingmix40oz/b000pl2w3w,bisquick/13066864,bisquickoriginalpancakebakingmix40oz/009267663,bisquickoriginalpancakebakingmix40oz/9990000053047912p,492610402884,bisquickoriginalpancakebakingmix40oz/b0746ltllw,generalmillssales/13066864,bisquickoriginalpancakebakingmix40oz/b004pek5i4,016000420403,bisquickoriginalpancakebakingmix40oz/08767448000p,0016000420403","GENERAL MILLS SALES, INC.",13066864,Bisquick Original Pancake And Baking Mix - 40oz,2015-09-07T00:00:00.000Z,2017-09-27T13:10:04Z,"2017-09-10T04:19:21.777Z,2017-09-16T12:05:33.728Z,2017-08-23T17:04:04.415Z,2017-07-05T09:23:27.850Z,2017-07-07T01:16:54.096Z,2017-07-06T11:09:46.284Z,2017-07-07T21:49:50.026Z,2017-07-10T07:18:27.286Z,2017-07-09T03:28:20.385Z,2017-07-13T00:19:46.514Z,2017-07-19T05:40:54.966Z,2017-07-11T23:42:49.045Z,2017-07-17T00:05:43.002Z",False,True,63500780.0,0.0,5,"https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=5,https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=3",Bisquick is great to use to top quick casseroles,casserole,,,JoJo,"16,000,420,403,492,600,000,000",7380,5
23153,AVpfov9TLJeJML43A7B0,Bisquick,"Food & Beverage,Baking & Cooking Essentials,Baking Essentials,Baking Mixes,Breakfast & Cereal,Pancakes, Waffles & Baking Mixes,Food,Pancake & Waffle Mix,Grocery & Gourmet Food,Cooking & Baking,Biscuits,Featured Brands,Grocery,General Mills,Food & Grocery,Breakfast Foods,Pancake Mixes & Syrup,More Dry Mixes,Baking",2016-04-01T08:22:36Z,2018-01-30T06:11:40Z,16000420403,"bisquickoriginalpancakebakingmix40oz/b000pl2w3w,bisquick/13066864,bisquickoriginalpancakebakingmix40oz/009267663,bisquickoriginalpancakebakingmix40oz/9990000053047912p,492610402884,bisquickoriginalpancakebakingmix40oz/b0746ltllw,generalmillssales/13066864,bisquickoriginalpancakebakingmix40oz/b004pek5i4,016000420403,bisquickoriginalpancakebakingmix40oz/08767448000p,0016000420403","GENERAL MILLS SALES, INC.",13066864,Bisquick Original Pancake And Baking Mix - 40oz,2015-08-04T00:00:00.000Z,2017-09-27T13:10:04Z,"2017-09-10T04:19:21.777Z,2017-09-16T12:05:33.728Z,2017-08-23T17:04:04.415Z,2017-07-07T01:16:55.871Z,2017-07-06T11:09:46.346Z,2017-07-05T09:23:29.323Z,2017-07-07T21:49:51.145Z,2017-07-10T07:18:27.946Z,2017-07-09T03:28:21.763Z,2017-07-13T00:19:47.204Z,2017-07-19T05:40:56.420Z,2017-07-11T23:42:51.350Z,2017-07-17T00:05:43.173Z",False,True,58918047.0,0.0,5,https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=5,Perfect for so many recipes.,Perfect size,,,Donna,"16,000,420,403,492,600,000,000",4512,12
23168,AVpfov9TLJeJML43A7B0,Bisquick,"Food & Beverage,Baking & Cooking Essentials,Baking Essentials,Baking Mixes,Breakfast & Cereal,Pancakes, Waffles & Baking Mixes,Food,Pancake & Waffle Mix,Grocery & Gourmet Food,Cooking & Baking,Biscuits,Featured Brands,Grocery,General Mills,Food & Grocery,Breakfast Foods,Pancake Mixes & Syrup,More Dry Mixes,Baking",2016-04-01T08:22:36Z,2018-01-30T06:11:40Z,16000420403,"bisquickoriginalpancakebakingmix40oz/b000pl2w3w,bisquick/13066864,bisquickoriginalpancakebakingmix40oz/009267663,bisquickoriginalpancakebakingmix40oz/9990000053047912p,492610402884,bisquickoriginalpancakebakingmix40oz/b0746ltllw,generalmillssales/13066864,bisquickoriginalpancakebakingmix40oz/b004pek5i4,016000420403,bisquickoriginalpancakebakingmix40oz/08767448000p,0016000420403","GENERAL MILLS SALES, INC.",13066864,Bisquick Original Pancake And Baking Mix - 40oz,2015-09-13T00:00:00.000Z,2017-09-27T13:10:04Z,"2017-09-10T04:19:21.713Z,2017-09-16T12:05:33.124Z,2017-08-23T17:04:03.397Z,2017-07-05T09:23:27.850Z,2017-07-07T01:16:54.095Z,2017-07-06T11:09:46.284Z,2017-07-07T21:49:50.026Z,2017-07-10T07:18:27.286Z,2017-07-09T03:28:20.385Z,2017-07-13T00:19:46.514Z,2017-07-19T05:40:54.965Z,2017-07-11T23:42:49.045Z,2017-07-17T00:05:43.002Z",False,True,63911156.0,2.0,5,"https://www.walmart.com/reviews/product/10311527,https://www.walmart.com/reviews/product/10311527?limit=20&sort=relevancy&page=3","I use Bisquick for biscuits, pancakes, waffles, muffins, dumplings, and more. I love this prosuct.",Biscuits,,,Nanna,"16,000,420,403,492,600,000,000",11886,5
